Event type,Outcome,Player,Recipient player,Team,Competition,Season,Match,Date,Minute,Second,Start X,Start Y,End X,End Y,Touch,Pass height,Distance,Duration,Body part,In attacking third,In attacking half,Inside attacking third,Distance to own goal,Inside attacking half,Distance to opponent's goal
pass,incomplete,Jayde Yuk Fun Riviere,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Arsenal WFC vs. Manchester United,2026-01-10,49,45,109,71.9000015258789,108.67,34.54,true,high,37.36,1760.091000000015,right_foot,true,true,true,112.51404356790312,true,29.990165054564144
pass,complete,Jayde Yuk Fun Riviere,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,17,9,111.199996948242,68.9000015258789,108.1,36.1,true,ground,32.95,2175,right_foot,true,true,true,113.95371867560971,true,26.40927867246662
pass,incomplete,Jayde Yuk Fun Riviere,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Brighton & Hove Albion WFC vs. Manchester United,2025-11-02,48,16,114.300003051758,64.9000015258789,111.2,45.5,true,ground,19.65,1598,right_foot,true,true,true,116.19509456082902,true,21.663333076883628
pass,out,Jayde Yuk Fun Riviere,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Leicester City WFC,2025-09-07,70,28,98.8000030517578,63.5,120,33.2,true,low,36.98,3062,left_foot,true,true,true,100.70595811569441,true,28.804339950778253
pass,incomplete,Jayde Yuk Fun Riviere,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Chelsea FCW,2025-10-03,14,8,92.0999984741211,68.4000015258789,107.7,29.8,true,high,41.63,2246,right_foot,true,true,true,95.27733203653428,true,37.064403408121926
pass,unknown,Jayde Yuk Fun Riviere,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,London City Lionesses vs. Manchester United,2025-09-14,1,38,105.900001525879,69.5,115.8,36.5,true,high,34.45,1939,right_foot,true,true,true,108.92685619258458,true,29.138634147811388
pass,incomplete,Jayde Yuk Fun Riviere,Celin Bizet Ildhusøy,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Leicester City WFC,2025-09-07,9,37,102.699996948242,64.6999969482422,117.3,57,true,ground,16.51,1521,right_foot,true,true,true,104.76535686953011,true,26.977397947170516
pass,complete,Jayde Yuk Fun Riviere,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Brighton & Hove Albion WFC vs. Manchester United,2025-11-02,40,28,117.199996948242,70.1999969482422,114.6,32,true,high,38.29,1768,right_foot,true,true,true,120.0927974526366,true,26.349193536045846
pass,incomplete,Jayde Yuk Fun Riviere,Leah Galton,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Aston Villa,2025-11-08,62,55,98,58.0999984741211,113.8,37.7,true,high,25.8,1876,right_foot,true,true,true,99.00914099213264,true,26.130633363927483
pass,incomplete,Jayde Yuk Fun Riviere,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,12,43,116.800003051758,63.5999984741211,117.6,30.8,true,high,32.81,2168,right_foot,true,true,true,118.43310348040366,true,19.85950653969026
pass,unknown,Julia Zigiotti-Olme,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Aston Villa,2025-11-08,92,44,92.5999984741211,77.5999984741211,107.7,37.5,true,high,42.85,2300,right_foot,true,true,true,98.50746164631387,true,43.355737797897056
pass,incomplete,Julia Zigiotti-Olme,Maya Le Tissier,Manchester United,FAWSL (FA Women's Super League),2025/2026,London City Lionesses vs. Manchester United,2025-09-14,37,55,83,42.0999984741211,103.9,62,true,high,28.86,1893,right_foot,true,true,true,83,true,37
pass,complete,Julia Zigiotti-Olme,Jessica Park,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,26,30,87.5999984741211,43.7999992370605,114.6,59.4,true,ground,31.18,2078,right_foot,true,true,true,87.6,true,32.400000000000006
pass,incomplete,Julia Zigiotti-Olme,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,16,46,117.699996948242,67.4000015258789,110.6,47.6,true,high,21.03,1315,right_foot,true,true,true,120.00354161440403,true,23.512762491889383
pass,incomplete,Julia Zigiotti-Olme,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,35,51,96.6999969482422,46.2000007629395,104.2,40.3,true,ground,9.54,565,left_foot,true,true,true,96.72502261566032,true,23.403632196733906
pass,complete,Julia Zigiotti-Olme,Anna Sandberg,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Aston Villa,2025-11-08,84,22,109.599998474121,17.5,105,22.6,true,ground,6.87,738,right_foot,true,true,true,111.15039361153876,true,21.22286502807762
pass,incomplete,Julia Zigiotti-Olme,Elisabeth Terland,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,14,37,97.5,23.1000003814697,104.6,30.6,true,ground,10.33,1842,right_foot,true,true,true,98.34968225673126,true,25.935689695861182
pass,incomplete,Julia Zigiotti-Olme,Maya Le Tissier,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,79,13,93.6999969482422,55.7000007629395,104.6,58.9,true,ground,11.36,1542,right_foot,true,true,true,94.42764425738895,true,28.78506557227202
pass,out,Julia Zigiotti-Olme,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Brighton & Hove Albion WFC vs. Manchester United,2025-11-02,52,36,103.699996948242,65.5,120,21.8,true,high,46.64,2637,right_foot,true,true,true,105.9053350875205,true,26.980363229578654
pass,complete,Julia Zigiotti-Olme,Fridolina Rolfö,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Chelsea FCW,2025-10-03,48,13,95.9000015258789,58.2000007629395,102.9,33.2,true,ground,25.96,1777,right_foot,true,true,true,96.94560330412102,true,27.972307734614958
pass,complete,Julia Zigiotti-Olme,Hinata Miyazawa,Manchester United,FAWSL (FA Women's Super League),2025/2026,London City Lionesses vs. Manchester United,2025-09-14,30,52,89.9000015258789,76.5999984741211,106.3,57.5,true,ground,25.17,1534,left_foot,true,true,true,95.62829079304932,true,44.37082374714266
pass,complete,Julia Zigiotti-Olme,Elisabeth Terland,Manchester United,FAWSL (FA Women's Super League),2025/2026,Arsenal WFC vs. Manchester United,2026-01-10,49,52,87.1999969482422,56.5,103.5,44.19,true,high,20.43,2566.3340000000317,right_foot,true,true,true,88.09137301688514,true,35.10113958264033
pass,incomplete,Julia Zigiotti-Olme,Elisabeth Terland,Manchester United,FAWSL (FA Women's Super League),2025/2026,Brighton & Hove Albion WFC vs. Manchester United,2025-11-02,4,40,92.8000030517578,55.0999984741211,115.9,52,true,ground,23.31,2565,left_foot,true,true,true,93.4614893953654,true,29.377712640707756
pass,complete,Julia Zigiotti-Olme,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,London City Lionesses vs. Manchester United,2025-09-14,24,2,88,41.0999984741211,103.8,30,true,ground,19.31,906,right_foot,true,true,true,88,true,32
pass,incomplete,Julia Zigiotti-Olme,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Aston Villa,2025-11-08,75,42,98.5,60.7999992370605,103.1,54.7,true,low,7.64,393,right_foot,true,true,true,99.92241990664557,true,27.285344051340086
pass,incomplete,Julia Zigiotti-Olme,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Chelsea FCW,2025-10-03,17,47,117.5,14.3999996185303,115.5,24.4,true,low,10.2,607,right_foot,true,true,true,119.46886623719169,true,21.744194627532195
pass,complete,Julia Zigiotti-Olme,Fridolina Rolfö,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester City WFC vs. Manchester United,2025-11-15,89,9,92.1999969482422,53.0999984741211,114.3,26.4,true,high,34.66,2074,right_foot,true,true,true,92.64798972454825,true,29.251495688254984
pass,incomplete,Julia Zigiotti-Olme,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,91,27,82.8000030517578,24.1000003814697,104.8,29.1,true,high,22.56,1694,right_foot,true,true,true,83.65076210053319,true,39.05700961415249
pass,complete,Julia Zigiotti-Olme,Ella Toone,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Tottenham Hotspur Women,2025-12-14,47,4,100.300003051758,28.6000003814697,104.9,28.4,true,ground,4.6,739.2569999999978,left_foot,true,true,true,100.57261058558638,true,21.044001520623404
pass,complete,Julia Zigiotti-Olme,Jessica Park,Manchester United,FAWSL (FA Women's Super League),2025/2026,London City Lionesses vs. Manchester United,2025-09-14,30,35,108.5,74.6999969482422,111.8,46.9,true,low,28,752,right_foot,true,true,true,112.75965590582476,true,32.78322741891042
pass,complete,Julia Zigiotti-Olme,Elisabeth Terland,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,16,29,96.3000030517578,30.7999992370605,104.3,29.9,true,low,8.05,592,right_foot,true,true,true,96.44029240934518,true,24.263758983306772
pass,complete,Julia Zigiotti-Olme,Ella Toone,Manchester United,FAWSL (FA Women's Super League),2025/2026,Brighton & Hove Albion WFC vs. Manchester United,2025-11-02,39,11,106.699996948242,69.4000015258789,103.1,35.8,true,low,33.79,2226,right_foot,true,true,true,109.68158459832718,true,28.671414335536365
pass,complete,Leah Galton,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester City WFC vs. Manchester United,2025-11-15,52,21,92.4000015258789,52.9000015258789,111.9,48.9,true,high,19.91,2962,head,true,true,true,92.82763597119124,true,28.999482754007865
pass,complete,Leah Galton,Ella Toone,Manchester United,FAWSL (FA Women's Super League),2025/2026,Everton LFC vs. Manchester United,2025-10-12,80,22,92.0999984741211,40,105.3,42,true,ground,13.35,597.2089999997988,right_foot,true,true,true,92.1,true,27.900000000000006
pass,incomplete,Lisa Fjeldstad Naalsund,Elisabeth Terland,Manchester United,FAWSL (FA Women's Super League),2025/2026,Everton LFC vs. Manchester United,2025-10-12,29,55,96.1999969482422,40.0999984741211,108,38.25,true,ground,11.94,1444.3200000000652,right_foot,true,true,true,96.2,true,23.799999999999997
pass,incomplete,Lisa Fjeldstad Naalsund,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Leicester City WFC,2025-09-07,84,51,94,71.5,106.4,41.6,true,high,32.37,1216,right_foot,true,true,true,97.94003267305969,true,37.84507894033252
pass,complete,Lisa Fjeldstad Naalsund,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Everton LFC vs. Manchester United,2025-10-12,50,23,90.8000030517578,22.7000007629395,104.9,25.8,true,ground,14.44,1323.505999999994,right_foot,true,true,true,91.76889451224744,true,32.086289907061555
pass,complete,Lisa Fjeldstad Naalsund,Fridolina Rolfö,Manchester United,FAWSL (FA Women's Super League),2025/2026,Everton LFC vs. Manchester United,2025-10-12,3,57,89.3000030517578,30.6000003814697,115.33,22.92,true,ground,27.14,2915.05799999999,right_foot,true,true,true,89.46312089347208,true,31.171300903234695
pass,complete,Elisabeth Terland,Ella Toone,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,46,18,100.099998474121,49.7000007629395,103.8,40.4,true,ground,10.01,966,right_foot,true,true,true,100.26215637018784,true,20.700241544484456
pass,incomplete,Elisabeth Terland,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,49,12,115.900001525879,68.5,117.2,58.7,true,ground,9.89,300,right_foot,true,true,true,118.4612172822819,true,24.840692421911267
pass,out,Elisabeth Terland,Jessica Park,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,47,34,88.0999984741211,62.0999984741211,120,61.8,true,low,31.9,3526,right_foot,true,true,true,89.94009117184615,true,36.67724089950061
pass,incomplete,Elisabeth Terland,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,40,17,93.5999984741211,28.2000007629395,106.1,22,true,ground,13.95,2240,right_foot,true,true,true,93.9244377145799,true,27.528167392690715
pass,complete,Elisabeth Terland,Lisa Fjeldstad Naalsund,Manchester United,FAWSL (FA Women's Super League),2025/2026,Everton LFC vs. Manchester United,2025-10-12,8,30,105.300003051758,67.0999984741211,104.5,57.75,true,low,9.38,1492.5279999999912,head,true,true,true,107.80398879447829,true,27.38065010185112
pass,complete,Elisabeth Terland,Jessica Park,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Leicester City WFC,2025-09-07,61,49,111.400001525879,69.5999984741211,106.2,60.7,true,ground,10.31,1103,right_foot,true,true,true,114.3036307384853,true,27.005925275761236
pass,incomplete,Elisabeth Terland,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Arsenal WFC,2025-09-21,95,46,95.1999969482422,5.09999990463257,108.7,39.3,true,low,36.77,1577,left_foot,true,true,true,100.08921020769422,true,39.62133263786063
pass,incomplete,Celin Bizet Ildhusøy,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Arsenal WFC,2025-09-21,12,37,85.9000015258789,77.5999984741211,114,41.6,true,high,45.67,1793,right_foot,true,true,true,92.23757368881729,true,47.87243465711765
pass,incomplete,Celin Bizet Ildhusøy,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Leicester City WFC,2025-09-07,6,14,94.5,34.9000015258789,104.8,36.8,true,ground,10.47,1370,right_foot,true,true,true,94.50640189955386,true,25.52371446322028
pass,pass_offside,Celin Bizet Ildhusøy,Elisabeth Terland,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,78,1,81.9000015258789,45.7999992370605,107.3,54.9,true,ground,26.98,2677,right_foot,true,true,true,81.91977783172999,true,38.14249598544909
pass,incomplete,Celin Bizet Ildhusøy,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Arsenal WFC,2025-09-21,24,11,112.599998474121,66.8000030517578,114.2,60.2,true,high,6.79,344,right_foot,true,true,true,114.88516005124421,true,23.970815588961507
pass,incomplete,Celin Bizet Ildhusøy,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,74,2,104.599998474121,71.5999984741211,110.9,47.8,true,high,24.62,977,right_foot,true,true,true,108.18003512663508,true,31.605695689226646
pass,incomplete,Celin Bizet Ildhusøy,Jessica Park,Manchester United,FAWSL (FA Women's Super League),2025/2026,London City Lionesses vs. Manchester United,2025-09-14,84,19,111.699996948242,68.4000015258789,105.9,32.7,true,high,36.17,3318,right_foot,true,true,true,114.33394071753148,true,25.77304793771975
pass,complete,Celin Bizet Ildhusøy,Dominique Bloodworth,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Chelsea FCW,2025-10-03,89,34,81.5,53.7000007629395,103.3,37.4,true,high,27.22,1128,right_foot,true,true,true,82.07520941185591,true,39.70314848976086
pass,incomplete,Anna Sandberg,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester City WFC vs. Manchester United,2025-11-15,31,16,103.699996948242,13.8000001907349,109.9,34.9,true,high,21.99,929,left_foot,true,true,true,106.04965817955285,true,27.54142334738711
pass,complete,Anna Sandberg,Elisabeth Terland,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,36,56,104.300003051758,15.1000003814697,115.1,41.5,true,low,28.52,1421,left_foot,true,true,true,106.37339893037168,true,26.14000765110829
pass,incomplete,Anna Sandberg,Millie Turner,Manchester United,FAWSL (FA Women's Super League),2025/2026,London City Lionesses vs. Manchester United,2025-09-14,52,42,109.699996948242,12.8000001907349,112.5,35.8,true,low,23.17,912,left_foot,true,true,true,112.12640188644242,true,25.383656159032725
pass,incomplete,Anna Sandberg,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester City WFC vs. Manchester United,2025-11-15,75,7,117.199996948242,2,116.5,29.8,true,ground,27.81,3541,left_foot,true,true,true,122.03212691746383,true,34.11509929635263
pass,incomplete,Anna Sandberg,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,80,47,117.800003051758,11.5,111.5,45.2,true,high,34.28,1861,left_foot,true,true,true,120.32077958524039,true,24.59857719462652
pass,incomplete,Anna Sandberg,Elisabeth Terland,Manchester United,FAWSL (FA Women's Super League),2025/2026,Everton LFC vs. Manchester United,2025-10-12,9,52,104.800003051758,16.8999996185303,107.33,32.75,true,low,16.05,740.6599999999162,left_foot,true,true,true,106.52628783544463,true,24.41003891844501
pass,complete,Anna Sandberg,Jessica Park,Manchester United,FAWSL (FA Women's Super League),2025/2026,Brighton & Hove Albion WFC vs. Manchester United,2025-11-02,20,31,92,25.3999996185303,103.3,23.1,true,ground,11.53,707,left_foot,true,true,true,92.60863890588178,true,29.939271868233536
pass,complete,Anna Sandberg,Fridolina Rolfö,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Chelsea FCW,2025-10-03,49,35,104.400001525879,64.0999984741211,113.3,36.5,true,high,29,1656,left_foot,true,true,true,106.31730809233274,true,25.44346674492294
pass,complete,Anna Sandberg,Fridolina Rolfö,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Tottenham Hotspur Women,2025-12-14,65,20,117.800003051758,17.3999996185303,112,37.2,true,low,20.63,974.6129999998956,right_foot,true,true,true,119.25938118236233,true,18.72965562950905
pass,complete,Anna Sandberg,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester City WFC vs. Manchester United,2025-11-15,99,9,115.400001525879,16.5,112.4,37.9,true,high,21.61,764,left_foot,true,true,true,117.03593465256729,true,20.035218990567586
pass,incomplete,Anna Sandberg,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester City WFC vs. Manchester United,2025-11-15,16,26,106.900001525879,15.8999996185303,107.8,19.4,true,low,3.61,64,left_foot,true,true,true,108.77325038813541,true,23.992082027202223
pass,complete,Anna Sandberg,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,55,52,113.300003051758,14.3000001907349,104.8,24.9,true,ground,13.59,1109,left_foot,true,true,true,115.35935159318467,true,22.71079038695043
pass,complete,Anna Sandberg,Jessica Park,Manchester United,FAWSL (FA Women's Super League),2025/2026,Arsenal WFC vs. Manchester United,2026-01-10,4,1,105.099998474121,10.6000003814697,114.1,18.4,true,ground,11.91,1538.222999999998,left_foot,true,true,true,108.12571387047578,true,29.447750338523317
pass,complete,Anna Sandberg,Jayde Yuk Fun Riviere,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Tottenham Hotspur Women,2025-12-14,3,10,107.800003051758,70.1999969482422,105.47642661502086,42.81264261610717,true,high,27.49,1659.8299999999872,left_foot,true,true,true,110.9381809838254,true,28.901211047290047
pass,incomplete,Anna Sandberg,,Manchester United,FAWSL (FA Women's Super League),2025/2026,London City Lionesses vs. Manchester United,2025-09-14,53,46,113.599998474121,14.8000001907349,111.2,44.3,true,high,29.6,40,left_foot,true,true,true,115.56123917646435,true,22.144976857066258
pass,out,Anna Sandberg,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Brighton & Hove Albion WFC vs. Manchester United,2025-11-02,43,1,110.300003051758,15.1999998092651,120,34.4,true,high,21.51,1628,left_foot,true,true,true,112.2440644310424,true,22.950599120720142
pass,complete,Anna Sandberg,Ella Toone,Manchester United,FAWSL (FA Women's Super League),2025/2026,Brighton & Hove Albion WFC vs. Manchester United,2025-11-02,48,14,118.699996948242,17,110,30.5,true,low,16.06,1254,left_foot,true,true,true,120.21102278909368,true,19.04442175546425
pass,incomplete,Hinata Miyazawa,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,2,41,93.5999984741211,63.4000015258789,106,32,true,high,33.76,1475,right_foot,true,true,true,95.58932994848327,true,32.76156284428446
pass,complete,Hinata Miyazawa,Leah Galton,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester City WFC vs. Manchester United,2025-11-15,36,6,84.3000030517578,26.6000003814697,106,27.1,true,ground,21.71,2047,left_foot,true,true,true,84.8224616478442,true,36.91679834438518
pass,out,Hinata Miyazawa,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Tottenham Hotspur Women,2025-12-14,49,12,91.5,17.3999996185303,120,18.38,true,ground,28.52,2635.75,left_foot,true,true,true,93.37135535055705,true,34.032484481741854
pass,incomplete,Hinata Miyazawa,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,13,27,84.4000015258789,49.5999984741211,114.4,34.6,true,high,33.54,2091,right_foot,true,true,true,84.5855779669324,true,36.03775797687753
pass,complete,Hinata Miyazawa,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Leicester City WFC,2025-09-07,67,16,91,40.5,103,34.3,true,ground,13.51,970,right_foot,true,true,true,91,true,29
pass,complete,Hinata Miyazawa,Ella Toone,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Tottenham Hotspur Women,2025-12-14,28,11,85.5,21,102.33,23.38,true,ground,17,1149.3359999998938,right_foot,true,true,true,86.80581777738172,true,37.61980861195336
pass,out,Hinata Miyazawa,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Aston Villa,2025-11-08,70,29,97.8000030517578,24.7999992370605,120,50.3,true,high,33.81,2881,left_foot,true,true,true,98.43921982624609,true,24.865236777477108
pass,incomplete,Hinata Miyazawa,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,3,24,91.8000030517578,16.8999996185303,112.4,44.9,true,high,34.76,2250,right_foot,true,true,true,93.76593197958414,true,34.05950674921761
pass,complete,Hinata Miyazawa,Elisabeth Terland,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,9,21,84.8000030517578,51.9000015258789,102.6,51.9,true,ground,17.8,1169,right_foot,true,true,true,85.16718851764452,true,36.07561503287228
pass,out,Hinata Miyazawa,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Everton LFC vs. Manchester United,2025-10-12,31,45,89.8000030517578,24.2999992370605,120,27.08,true,high,30.33,2740.792000000132,left_foot,true,true,true,90.55898630174698,true,32.387188825212974
pass,complete,Hinata Miyazawa,Simisola Feyishayo Awujo,Manchester United,FAWSL (FA Women's Super League),2025/2026,Arsenal WFC vs. Manchester United,2026-01-10,70,16,88.8000030517578,21.2000007629395,104.67,26.19,true,ground,16.64,1264.9760000000242,right_foot,true,true,true,90.02488544841366,true,34.53230371695465